facility_code,facility_name,facility_name_short,first_nation_name,day_of_week,day_name,day_name_long,time_band,busyness_score,waiting_count,median_wait_all,median_wait_high_acuity,treatment_spaces,facility_type,open_hours,open_days,alert_active,alert_message,latitude,longitude
15,,,,1,Mon,Monday,9,5.1,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,21,6.4,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,15,8.5,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,10,6.5,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,20,8.6,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,16,8.0,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,13,9.8,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,19,11.2,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,3,2.0,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,6,1.7,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,22,6.8,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,17,10.8,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,18,10.9,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,0,3.3,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,23,4.9,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,8,2.9,6,24,-,,,,,,,,
15,,,,1,Mon,Monday,11,6.4,6,24,-,,,,,,,,
16,,,,1,Mon,Monday,9,6.0,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,16,7.5,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,13,9.5,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,7,2.8,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,22,4.8,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,4,1.2,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,3,1.0,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,12,7.0,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,2,1.1,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,21,6.4,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,15,8.6,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,0,2.1,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,1,1.3,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,14,9.6,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,17,8.3,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,23,3.4,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,11,5.7,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,5,1.5,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,19,10.3,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,8,2.9,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,6,1.5,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,10,7.8,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,20,7.6,7,38,54,,,,,,,,
16,,,,1,Mon,Monday,18,8.9,7,38,54,,,,,,,,
22,,,,1,Mon,Monday,10,5.4,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,13,8.3,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,22,6.4,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,9,4.7,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,5,1.1,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,6,1.2,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,11,5.1,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,18,10.6,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,8,3.2,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,14,7.4,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,2,1.0,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,19,9.9,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,20,8.8,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,0,2.2,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,7,1.7,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,4,0.9,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,15,7.6,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,21,8.2,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,16,7.4,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,1,0.7,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,23,4.7,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,12,6.0,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,3,0.9,3,7,-,,,,,,,,
22,,,,1,Mon,Monday,17,8.8,3,7,-,,,,,,,,
28,,,,1,Mon,Monday,1,1.6,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,2,1.2,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,6,1.6,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,17,4.4,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,5,1.2,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,9,3.8,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,7,2.9,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,20,4.2,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,14,4.4,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,12,5.6,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,13,5.4,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,22,3.2,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,3,0.8,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,8,2.6,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,19,5.2,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,15,3.7,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,0,1.5,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,11,5.2,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,4,0.8,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,21,3.9,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,23,3.3,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,10,5.4,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,16,4.1,7,19,7,,,,,,,,
28,,,,1,Mon,Monday,18,4.4,7,19,7,,,,,,,,
29,,,,1,Mon,Monday,1,2.3,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,8,3.0,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,11,9.5,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,12,9.8,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,21,13.2,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,17,10.9,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,7,3.7,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,20,14.0,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,6,2.9,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,9,4.6,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,5,1.2,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,4,1.6,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,19,14.4,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,10,7.5,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,16,9.7,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,22,10.6,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,18,12.6,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,14,11.0,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,2,2.1,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,13,10.1,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,23,9.3,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,0,2.4,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,3,2.2,8,11,12,,,,,,,,
29,,,,1,Mon,Monday,15,10.8,8,11,12,,,,,,,,
30,,,,1,Mon,Monday,1,1.3,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,15,4.6,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,21,4.2,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,3,1.3,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,6,1.1,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,18,5.5,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,17,5.9,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,11,4.6,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,16,4.3,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,2,1.0,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,0,2.1,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,12,4.5,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,9,3.4,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,20,4.8,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,23,1.9,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,19,5.4,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,22,2.9,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,5,0.8,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,13,5.6,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,8,2.3,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,10,4.6,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,14,5.0,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,4,1.0,5,17,-,,,,,,,,
30,,,,1,Mon,Monday,7,2.1,5,17,-,,,,,,,,
32,,,,1,Mon,Monday,17,6.7,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,15,7.5,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,8,3.9,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,5,1.2,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,18,7.8,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,22,3.6,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,16,6.7,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,21,3.1,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,6,1.4,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,2,0.9,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,19,7.1,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,3,1.1,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,13,10.2,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,20,4.2,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,0,2.0,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,1,2.1,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,10,8.3,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,4,1.1,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,9,6.5,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,11,8.5,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,14,9.3,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,23,3.8,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,12,9.6,6,9,-,,,,,,,,
32,,,,1,Mon,Monday,7,3.0,6,9,-,,,,,,,,
43,,,,1,Mon,Monday,12,6.6,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,14,5.1,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,22,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,6,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,0,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,13,5.9,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,23,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,5,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,11,7.4,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,3,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,4,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,9,8.4,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,19,1.3,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,10,9.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,21,0.1,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,7,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,2,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,20,0.6,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,17,2.9,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,8,4.5,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,1,0.0,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,15,5.1,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,18,1.7,0,-,-,,,,,,,,
43,,,,1,Mon,Monday,16,4.9,0,-,-,,,,,,,,
49,,,,1,Mon,Monday,11,2.9,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,15,2.1,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,22,0.8,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,0,0.5,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,3,0.4,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,17,1.4,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,1,0.4,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,8,1.3,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,20,1.2,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,12,2.9,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,5,0.4,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,7,0.9,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,10,3.5,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,19,2.1,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,4,0.3,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,6,0.3,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,13,3.5,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,2,0.3,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,9,2.9,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,21,1.2,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,23,0.3,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,16,1.8,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,18,1.6,2,10,-,,,,,,,,
49,,,,1,Mon,Monday,14,3.1,2,10,-,,,,,,,,
62,,,,1,Mon,Monday,9,3.1,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,8,2.4,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,20,4.7,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,11,4.5,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,0,2.1,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,14,5.1,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,15,3.6,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,3,0.8,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,12,5.4,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,5,0.5,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,18,5.6,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,6,2.1,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,1,1.5,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,7,2.3,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,19,5.1,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,17,5.5,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,22,3.6,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,10,3.5,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,13,6.1,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,2,1.2,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,21,4.1,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,16,4.2,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,4,0.4,12,21,-,,,,,,,,
62,,,,1,Mon,Monday,23,3.3,12,21,-,,,,,,,,
68,,,,1,Mon,Monday,19,3.0,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,5,0.6,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,12,5.8,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,18,4.0,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,1,1.9,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,11,6.4,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,21,2.8,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,10,5.9,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,22,2.6,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,13,6.5,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,17,3.7,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,0,1.6,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,4,0.5,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,6,1.1,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,2,1.6,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,9,4.8,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,3,1.0,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,15,3.5,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,14,4.4,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,8,3.9,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,7,2.3,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,20,3.0,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,16,4.0,4,6,-,,,,,,,,
68,,,,1,Mon,Monday,23,2.7,4,6,-,,,,,,,,
69,,,,1,Mon,Monday,0,1.9,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,2,1.5,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,10,2.1,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,7,2.7,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,18,3.9,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,13,4.7,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,22,3.1,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,15,3.0,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,23,3.6,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,14,4.2,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,16,3.9,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,9,2.9,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,11,2.9,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,19,4.2,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,12,4.6,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,3,1.9,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,6,1.5,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,1,1.4,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,5,1.6,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,8,2.3,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,20,3.8,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,17,4.1,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,21,3.6,12,13,-,,,,,,,,
69,,,,1,Mon,Monday,4,1.8,12,13,-,,,,,,,,
70,,,,1,Mon,Monday,12,6.3,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,0,1.1,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,22,1.2,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,19,3.3,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,1,1.0,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,8,3.7,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,2,0.8,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,16,3.8,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,23,1.1,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,15,4.8,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,18,3.4,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,21,1.6,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,6,1.3,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,17,3.9,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,14,6.0,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,4,0.8,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,3,1.0,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,10,8.1,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,13,5.3,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,5,0.8,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,20,2.4,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,9,6.3,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,11,7.5,3,-,-,,,,,,,,
70,,,,1,Mon,Monday,7,2.5,3,-,-,,,,,,,,
71,,,,1,Mon,Monday,18,4.9,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,14,6.3,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,17,4.9,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,1,0.7,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,20,4.1,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,8,1.8,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,0,0.6,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,11,5.8,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,22,3.3,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,10,4.5,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,7,0.8,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,5,0.1,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,16,4.8,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,15,5.1,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,6,0.5,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,19,4.7,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,2,0.4,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,21,3.6,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,12,7.5,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,13,8.3,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,4,0.2,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,3,0.2,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,9,3.1,1,12,10,,,,,,,,
71,,,,1,Mon,Monday,23,2.9,1,12,10,,,,,,,,
104,,,,1,Mon,Monday,6,3.2,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,19,8.0,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,10,5.8,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,22,6.2,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,23,6.0,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,14,10.4,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,21,6.5,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,5,3.4,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,13,11.0,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,17,7.6,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,9,4.8,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,4,2.8,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,16,7.6,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,18,8.5,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,11,7.7,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,20,7.3,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,2,3.6,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,7,3.6,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,0,5.4,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,15,7.7,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,8,3.4,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,1,4.1,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,12,10.3,4,32,-,,,,,,,,
104,,,,1,Mon,Monday,3,2.9,4,32,-,,,,,,,,
136,,,,1,Mon,Monday,8,1.7,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,9,2.9,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,0,0.5,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,5,0.4,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,22,1.5,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,16,2.2,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,11,2.8,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,20,2.6,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,10,3.1,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,14,2.7,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,21,1.8,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,6,0.5,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,17,2.1,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,12,2.5,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,4,0.2,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,19,3.2,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,7,1.0,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,18,1.9,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,1,0.4,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,3,0.4,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,15,2.3,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,13,2.7,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,23,0.9,0,16,13,,,,,,,,
136,,,,1,Mon,Monday,2,0.3,0,16,13,,,,,,,,
141,,,,1,Mon,Monday,23,5.1,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,17,4.3,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,5,1.4,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,19,5.8,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,2,1.8,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,11,8.0,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,14,6.5,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,15,5.1,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,3,2.0,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,1,1.7,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,9,4.8,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,12,9.2,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,20,6.0,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,21,6.1,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,22,5.8,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,6,1.7,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,13,6.8,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,10,6.0,3,14,13,,,,,,,,
141,,,,1,Mon,Monday,0,2.9,3,14,13,,,,,,,,
